,name,stock_symbol,security_type,sector,industry,link,price_weblink,pair_ID,exchange_ID,exchange,country,last,pair_change_percent(%),daily_change(%),week_change(%),month_change(%),ytd_change(%),one_year_return(%),3year_change(%),52_week_high,52_week_low,52_week_high_diff(%),52_week_low_diff(%),month_change,summary_5mins,summary_15mins,summary_30mins,summary_hourly,summary_daily,summary_weekly,summary_monthly,market_cap,turnover_volume,average_volume,pe_ratio,revenue,eps,beta,dividend,dividend_yield(%),pe_ratio_TTM,price_to_sales_TTM,price_to_cash_flow_MRQ,price_to_free_cash_flow_TTM,price_to_book_MRQ,price_to_tangible_book_MRQ,eps_MRQ_change_1yr(%),eps_TTM_change_1yr(%),eps_growth_5yr(%),sales_MRQ_change_1yr(%),sales_TTM_change_1yr(%),sales_growth_5yr(%),capitalspending_growth_5yr(%),asset_turnover,inventory_turnover,revenue_per_employee(thousand),netincome_per_employee(thousand),receivable_turnover,gross_margin_TTM(%),gross_margin_5yr(%),operating_margin_TTM(%),operating_margin_5yr(%),pretax_margin_TTM(%),pretax_margin_5yr(%),netprofit_margin_TTM(%),netprofit_margin_5yr(%),quick_ratio,current_ratio,LT_debt_to_equity_MRQ(%),total_debt_to_equity(%),dividend_yield_avg_5yr(%),dividend_growth_rate(%),payout_ratio,ADX,ATR,BullBear,CCI,HL,ROC,RSI,STOCH,STOCHRSI,UO,WilliamsR,MACD,GICS_sector,stock_code,historical_price
420,Tower Real Estate Investment Trust,TWRE,Unit,Services,Real Estate Operations,/equities/tower-real-estate,https://www.investing.com/equities/tower-real-estate-historical-data,1084230,62,Kuala Lumpur,Malaysia,0.57,0.0,0.0,0.0,0.0,-30.49,-31.33,-52.5,0.85,0.49,-32.941176470588,16.326530612245,-7.32,Sell,Neutral,Neutral,Neutral,Neutral,Strong Sell,Strong Sell,159890000.0,0,52000,22.03,22460000.0,0.03,0.59,0.02,4.26,22.03,7.12,,24.72,0.3,0.3,-24.02,21.57,-22.63,15.06,-21.9,-9.74,,0.03,,,,33.84,39.6,61.06,32.45,78.01,32.44,79.05,32.31,72.66,,0.29,47.79,51.18,5.88,-5.14,93.95,36.893,0.0146,0.006,55.5556,0.0,-2.564,47.13,53.056,83.472,37.751,-50.0,-0.007,REITS,5111,"             Date  Price   Open   High    Low     Vol. Change %
0    Nov 25, 2020  0.570  0.570  0.570  0.570    6.00K    0.00%
1    Nov 24, 2020  0.570  0.565  0.570  0.560   83.00K    0.00%
2    Nov 23, 2020  0.570  0.580  0.580  0.570  110.00K    0.00%
3    Nov 20, 2020  0.570  0.570  0.575  0.570  163.80K    0.88%
4    Nov 19, 2020  0.565  0.570  0.570  0.565   80.80K    0.00%
..            ...    ...    ...    ...    ...      ...      ...
964  Apr 26, 2016  1.200  1.210  1.210  1.200  121.00K    0.00%
965  Apr 22, 2016  1.200  1.200  1.200  1.200   30.00K    0.00%
966  Apr 21, 2016  1.200  1.190  1.200  1.190   59.00K    0.84%
967  Apr 20, 2016  1.190  1.190  1.190  1.190   50.00K    0.85%
968  Apr 19, 2016  1.180  1.190  1.190  1.180  112.00K   -1.67%

[969 rows x 7 columns]"
421,Toyo Ventures Holdings Bhd,TOYO,ORD,Services,Printing Services,/equities/toyo-ink-group-bhd,https://www.investing.com/equities/toyo-ink-group-bhd-historical-data,960877,62,Kuala Lumpur,Malaysia,0.825,4.43,4.43,1.85,16.2,10.0,15.38,21.32,0.95,0.55,-13.157894736842,50.0,1.43,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,88280000.0,85000,17115,25.47,78090000.0,0.03,1.07,0.02,3.64,25.47,1.13,85.64,38.03,0.72,0.73,-144.14,-9.17,-2.14,-26.68,-11.11,1.19,-27.53,0.18,4.15,,,3.71,21.07,20.42,5.64,2.65,5.21,1.12,4.44,0.03,1.26,1.31,0.76,4.02,,,61.74,28.432,0.0543,0.035,44.8211,0.0071,-6.25,55.106,54.671,80.133,65.389,-44.118,0.005,Industrial Products,7173,"             Date  Price  Open   High    Low    Vol. Change %
0    Nov 27, 2020  0.825  0.79  0.825  0.790  85.00K    4.43%
1    Nov 26, 2020  0.790  0.79  0.790  0.755  15.00K   -1.25%
2    Nov 25, 2020  0.800  0.80  0.820  0.790  31.00K   -3.03%
3    Nov 24, 2020  0.825  0.81  0.825  0.790  31.00K    1.85%
4    Nov 19, 2020  0.810  0.81  0.810  0.810   5.00K    1.25%
..            ...    ...   ...    ...    ...     ...      ...
750  Dec 18, 2015  0.610  0.58  0.610  0.580  11.00K    0.00%
751  Dec 16, 2015  0.610  0.61  0.610  0.610  10.00K    0.00%
752  Dec 10, 2015  0.610  0.58  0.620  0.580  12.00K    0.00%
753  Dec 02, 2015  0.610  0.65  0.650  0.610  10.00K   -6.15%
754  Nov 30, 2015  0.650  0.65  0.650  0.650  10.00K    0.00%

[755 rows x 7 columns]"
422,Transocean Holdings Bhd,TOCE,ORD,Transportation,Misc. Transportation,/equities/transocean-holdings-bhd,https://www.investing.com/equities/transocean-holdings-bhd-historical-data,992650,62,Kuala Lumpur,Malaysia,0.76,8.57,8.57,61.7,52.0,40.74,55.1,52.0,0.82,0.42,-7.3170731707317,80.952380952381,0.0,Neutral,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,31160000.0,509700,60557,,16590000.0,-0.13,2.23,,,561.9,1.88,44.18,11.54,0.87,0.87,119.37,-994.36,,-0.68,-20.97,-1.9,-54.6,0.35,,,,4.17,,48.51,-29.45,-2.55,-30.44,-4.21,-31.62,-5.24,1.65,1.69,2.8,6.36,,,0.0,87.831,0.0439,0.332,295.3216,0.2275,68.889,82.696,35.876,100.0,66.97,-15.789,0.043,Transportation&Logistics,7218,"             Date  Price   Open   High    Low     Vol. Change %
0    Nov 27, 2020  0.760  0.670  0.800  0.650  509.70K    8.57%
1    Nov 26, 2020  0.700  0.585  0.820  0.585  356.40K   25.00%
2    Nov 25, 2020  0.560  0.530  0.560  0.530   20.70K    8.74%
3    Nov 24, 2020  0.515  0.510  0.515  0.500   75.00K    1.98%
4    Nov 23, 2020  0.505  0.500  0.505  0.500   25.00K    7.45%
..            ...    ...    ...    ...    ...      ...      ...
440  Jan 18, 2016  0.365  0.365  0.365  0.365    5.00K    0.00%
441  Dec 22, 2015  0.365  0.365  0.365  0.365    1.40K    0.00%
442  Dec 18, 2015  0.365  0.365  0.365  0.365    1.40K   -1.35%
443  Dec 04, 2015  0.370  0.370  0.370  0.365   13.50K    1.37%
444  Dec 01, 2015  0.365  0.365  0.365  0.365    2.90K   -6.41%

[445 rows x 7 columns]"
423,Tri-Mode System M Bhd,TRIM,ORD,Services,Business Services,/equities/tri-mode,https://www.investing.com/equities/tri-mode-historical-data,1082047,62,Kuala Lumpur,Malaysia,0.52,0.0,0.0,1.96,23.81,48.57,60.0,,0.555,0.17,-6.3063063063063,205.88235294118,10.53,Neutral,Sell,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,86320000.0,409300,549203,17.02,82350000.0,0.03,,0.01,1.25,17.02,1.05,194.84,57.13,1.13,1.13,34.3,93.17,,-2.78,2.62,,,0.74,652.22,,,6.11,18.02,,8.61,,8.57,,6.16,,1.66,1.67,23.91,30.01,,,0.0,47.035,0.0271,0.043,74.9011,0.0082,10.638,62.345,64.91,16.734,51.071,-33.333,0.028,Transportation&Logistics,0199,"             Date  Price   Open   High    Low     Vol. Change %
0    Nov 27, 2020  0.520  0.520  0.530  0.515  409.30K    0.00%
1    Nov 26, 2020  0.520  0.510  0.520  0.510  396.90K    0.97%
2    Nov 25, 2020  0.515  0.515  0.525  0.505    1.00M    0.00%
3    Nov 24, 2020  0.515  0.550  0.550  0.510    1.68M   -5.50%
4    Nov 23, 2020  0.545  0.520  0.555  0.520    2.93M    6.86%
..            ...    ...    ...    ...    ...      ...      ...
477  May 21, 2018  0.535  0.540  0.545  0.535  310.70K   -0.93%
478  May 18, 2018  0.540  0.540  0.550  0.530  368.80K   -0.92%
479  May 17, 2018  0.545  0.545  0.550  0.545  281.10K   -1.80%
480  May 16, 2018  0.555  0.555  0.570  0.545  468.50K    0.00%
481  May 15, 2018  0.555  0.555  0.575  0.550    1.01M    5.71%

[482 rows x 7 columns]"
424,Trive Property Group Bhd,TRIV,ORD,Technology,Electronic Instr. & Controls,/equities/eti-tech-corporation-bhd,https://www.investing.com/equities/eti-tech-corporation-bhd-historical-data,950236,62,Kuala Lumpur,Malaysia,0.015,0.0,0.0,0.0,50.0,50.0,50.0,-75.0,0.03,0.005,-50.0,200.0,-33.33,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,Neutral,Sell,56410000.0,17545800,54597007,,4540000.0,0.0,2.69,,,,12.44,,,0.78,0.86,57.25,21.34,,267.31,8.34,,,0.05,,,,0.87,,,-120.42,,-120.42,,-120.82,,1.0,1.0,71.03,71.03,,,,28.482,0.0061,-0.003,-33.7349,0.0,50.0,54.185,50.0,97.682,53.569,-50.0,0.0,Technology,0118,"              Date  Price   Open   High    Low    Vol. Change %
0     Nov 27, 2020  0.015  0.015  0.015  0.010  17.55M    0.00%
1     Nov 26, 2020  0.015  0.015  0.015  0.010  14.46M    0.00%
2     Nov 25, 2020  0.015  0.015  0.015  0.010  29.72M    0.00%
3     Nov 24, 2020  0.015  0.015  0.020  0.010  97.65M    0.00%
4     Nov 23, 2020  0.015  0.015  0.020  0.015  22.24M    0.00%
...            ...    ...    ...    ...    ...     ...      ...
1213  Dec 04, 2015  0.041  0.032  0.041  0.032  26.30M   28.12%
1214  Dec 03, 2015  0.032  0.036  0.036  0.032   1.35M  -11.11%
1215  Dec 02, 2015  0.036  0.032  0.036  0.032   4.24M    0.00%
1216  Dec 01, 2015  0.036  0.041  0.041  0.032  20.38M    0.00%
1217  Nov 30, 2015  0.036  0.041  0.041  0.036   4.26M  -12.20%

[1218 rows x 7 columns]"
425,Tropicana Corporation Bhd,TROP,ORD,Capital Goods,Construction Services,/equities/tropicana-corporation-bhd,https://www.investing.com/equities/tropicana-corporation-bhd-historical-data,41649,62,Kuala Lumpur,Malaysia,0.86,0.0,0.0,2.38,5.52,-3.88,-3.37,-1.6,0.9,0.689,-4.4444444444444,24.818577648766,2.61,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,1220000000.0,120500,1281954,5.35,1080000000.0,0.16,0.3,0.03,3.0,5.35,1.17,,,0.26,0.26,-48.67,61.93,-0.86,-9.0,-19.75,-10.45,-11.07,0.11,0.52,1.28,360.34,1.27,49.11,31.08,42.33,20.52,34.37,19.23,28.22,14.15,0.86,1.23,60.8,71.89,3.32,4.02,15.2,26.453,0.0082,0.024,233.333,0.0136,2.994,72.837,55.556,100.0,69.73,0.0,0.012,Property,5401,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.860  0.850  0.860  0.850  120.50K    0.00%
1     Nov 26, 2020  0.860  0.850  0.860  0.850   17.60K    1.18%
2     Nov 25, 2020  0.850  0.845  0.850  0.845  526.00K    1.19%
3     Nov 24, 2020  0.840  0.850  0.850  0.835  326.70K    0.00%
4     Nov 23, 2020  0.840  0.840  0.840  0.835  255.50K    0.00%
...            ...    ...    ...    ...    ...      ...      ...
1217  Dec 04, 2015  0.963  0.959  0.968  0.954    1.35M    0.00%
1218  Dec 03, 2015  0.963  0.963  0.968  0.959    1.62M   -0.52%
1219  Dec 02, 2015  0.968  0.968  0.968  0.963    1.45M    0.52%
1220  Dec 01, 2015  0.963  0.978  0.978  0.959    1.56M   -0.52%
1221  Nov 30, 2015  0.968  0.978  0.988  0.968    7.62M    0.00%

[1222 rows x 7 columns]"
426,Tune Protect Group Bhd,TUNE,ORD,Financial,Insurance (Accident & Health),/equities/tune-protect-group-bhd,https://www.investing.com/equities/tune-protect-group-bhd-historical-data,959136,62,Kuala Lumpur,Malaysia,0.355,1.43,1.43,0.0,18.33,-37.17,-34.86,-64.85,0.59,0.2,-39.830508474576,77.5,-4.76,Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Buy,Strong Sell,266870000.0,583800,1395362,9.53,311320000.0,0.04,0.91,,8.45,9.53,1.07,65.54,8.58,0.47,0.49,-79.27,-45.11,-6.83,-24.6,-22.71,0.38,-16.45,0.14,,553.24,84.34,,,,8.47,15.64,17.62,19.88,15.25,18.69,,,0.93,0.93,1.86,,0.0,28.115,0.0186,0.015,58.2056,0.0,18.333,59.162,46.032,35.295,45.031,-44.444,0.009,Finance,5230,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.355  0.355  0.355  0.350  583.80K    1.43%
1     Nov 26, 2020  0.350  0.350  0.360  0.345    1.03M   -1.41%
2     Nov 25, 2020  0.355  0.345  0.360  0.345  940.60K    1.43%
3     Nov 24, 2020  0.350  0.345  0.360  0.345    1.60M    1.45%
4     Nov 23, 2020  0.345  0.350  0.350  0.340    2.36M   -2.82%
...            ...    ...    ...    ...    ...      ...      ...
1218  Dec 04, 2015  1.380  1.370  1.380  1.370   90.80K    0.00%
1219  Dec 03, 2015  1.380  1.380  1.390  1.370  280.60K   -0.72%
1220  Dec 02, 2015  1.390  1.390  1.390  1.370  106.00K    0.72%
1221  Dec 01, 2015  1.380  1.350  1.380  1.340    2.88M    1.47%
1222  Nov 30, 2015  1.360  1.400  1.400  1.360    2.52M   -2.86%

[1223 rows x 7 columns]"
427,Turbo Mech Bhd,TURB,ORD,Capital Goods,Misc. Capital Goods,/equities/turbo-mech-bhd,https://www.investing.com/equities/turbo-mech-bhd-historical-data,960878,62,Kuala Lumpur,Malaysia,0.65,0.78,0.78,0.0,4.0,-9.72,0.78,-16.67,0.75,0.53,-13.333333333333,22.641509433962,-4.58,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,Sell,Neutral,70200000.0,32000,42319,11.71,57180000.0,0.06,0.2,0.01,1.54,11.71,1.23,12.38,8.47,0.64,0.64,-17.22,24.51,-26.81,11.98,40.9,0.64,3.9,0.47,4.64,,,5.13,28.49,35.26,11.16,10.07,13.37,14.0,10.49,12.06,4.17,5.01,2.16,2.26,2.22,-26.32,18.01,33.252,0.045,-0.022,-10.2387,0.0,4.0,49.805,29.198,31.999,63.407,-52.632,0.001,Industrial Products,5167,"             Date  Price   Open   High    Low     Vol. Change %
0    Nov 27, 2020  0.650  0.650  0.655  0.625   32.00K    0.78%
1    Nov 26, 2020  0.645  0.625  0.645  0.625    7.00K   -0.77%
2    Nov 24, 2020  0.650  0.650  0.655  0.620   12.00K    0.00%
3    Nov 20, 2020  0.650  0.645  0.650  0.645    6.00K    0.78%
4    Nov 19, 2020  0.645  0.655  0.660  0.610  124.00K    1.57%
..            ...    ...    ...    ...    ...      ...      ...
391  Sep 18, 2017  0.790  0.760  0.790  0.755   10.00K   -2.47%
392  Sep 15, 2017  0.810  0.800  0.810  0.800   10.00K    1.89%
393  Sep 13, 2017  0.795  0.800  0.800  0.745   13.00K    4.61%
394  Sep 12, 2017  0.760  0.775  0.785  0.760   21.30K   -1.94%
395  Sep 07, 2017  0.775  0.775  0.775  0.770   11.80K    1.97%

[396 rows x 7 columns]"
428,Turiya Bhd,TURY,ORD,Technology,Semiconductors,/equities/turiya-bhd,https://www.investing.com/equities/turiya-bhd-historical-data,953693,62,Kuala Lumpur,Malaysia,0.265,-5.36,-5.36,-1.85,8.16,112.0,140.91,35.9,0.395,0.06,-32.911392405063,341.66666666667,-9.26,Neutral,Neutral,Sell,Strong Sell,Neutral,Strong Buy,Strong Buy,60610000.0,760800,2467708,81.29,18170000.0,0.0,0.31,,,81.29,3.34,14.89,28.74,0.5,0.52,396.67,127.01,-17.47,-2.1,-6.21,-7.39,-33.83,0.11,,,,6.77,,47.18,22.72,18.16,4.52,-1.26,4.05,-2.4,0.94,1.14,28.48,33.76,,,0.0,25.928,0.0221,-0.004,-62.1213,0.0,6.0,50.857,33.098,0.0,54.297,-72.727,0.003,Technology,4359,"             Date  Price   Open   High    Low     Vol. Change %
0    Nov 27, 2020  0.265  0.265  0.270  0.260  760.80K   -5.36%
1    Nov 26, 2020  0.280  0.265  0.280  0.260    1.17M    5.66%
2    Nov 25, 2020  0.265  0.265  0.270  0.255  614.30K    0.00%
3    Nov 24, 2020  0.265  0.275  0.275  0.260  771.00K   -3.64%
4    Nov 23, 2020  0.275  0.270  0.300  0.265    4.44M    1.85%
..            ...    ...    ...    ...    ...      ...      ...
807  Dec 17, 2015  0.155  0.155  0.155  0.155    3.00K    3.33%
808  Dec 15, 2015  0.150  0.150  0.150  0.150   10.00K   -6.25%
809  Dec 10, 2015  0.160  0.160  0.160  0.160   32.00K    0.00%
810  Dec 09, 2015  0.160  0.160  0.160  0.160    4.50K    0.00%
811  Dec 07, 2015  0.160  0.160  0.160  0.160    5.00K   -5.88%

[812 rows x 7 columns]"
429,UCrest Bhd,UCRE,ORD,Technology,Software & Programming,/equities/palette-multimedia-bhd,https://www.investing.com/equities/palette-multimedia-bhd-historical-data,992889,62,Kuala Lumpur,Malaysia,0.15,-3.23,-3.23,-11.76,11.11,3.45,7.14,-56.52,0.23,0.035,-34.782608695652,328.57142857143,8.0,Strong Sell,Strong Sell,Neutral,Strong Sell,Neutral,Neutral,Strong Buy,74450000.0,6703900,9969378,,27850000.0,-0.04,3.23,,,3.64,9.46,,,3.42,12.91,716.13,-44.61,,-56.41,-71.47,,,0.16,951.68,,,0.41,44.93,,-271.77,,-272.99,,-245.12,,1.31,0.81,0.0,1.44,,,0.0,28.647,0.0129,-0.006,-103.0303,-0.0089,-9.091,46.04,14.583,1.233,30.317,-100.0,0.003,Technology,0005,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.150  0.155  0.160  0.150    6.70M   -3.23%
1     Nov 26, 2020  0.155  0.150  0.155  0.150    3.77M    3.33%
2     Nov 25, 2020  0.150  0.155  0.160  0.150    8.21M    0.00%
3     Nov 24, 2020  0.150  0.160  0.160  0.150   12.27M   -6.25%
4     Nov 23, 2020  0.160  0.170  0.170  0.155   20.16M   -5.88%
...            ...    ...    ...    ...    ...      ...      ...
1180  Dec 04, 2015  0.040  0.040  0.040  0.040  620.00K    0.00%
1181  Dec 03, 2015  0.040  0.040  0.040  0.040  100.00K    0.00%
1182  Dec 02, 2015  0.040  0.040  0.040  0.040   10.00K    0.00%
1183  Dec 01, 2015  0.040  0.040  0.040  0.040  987.90K    0.00%
1184  Nov 30, 2015  0.040  0.040  0.040  0.040  148.00K    0.00%

[1185 rows x 7 columns]"
430,UEM Sunrise Bhd,UMSB,ORD,Capital Goods,Construction Services,/equities/uem-sunrise-bhd,https://www.investing.com/equities/uem-sunrise-bhd-historical-data,41645,62,Kuala Lumpur,Malaysia,0.405,-1.22,-1.22,0.0,9.46,-42.55,-42.96,-61.43,0.77,0.275,-47.402597402597,47.272727272727,1.37,Strong Sell,Strong Sell,Neutral,Neutral,Sell,Neutral,Strong Sell,2050000000.0,2242200,3597749,,1690000000.0,-0.01,1.96,,,96.55,1.21,1.3,4.83,0.25,0.32,-220.91,-130.87,-12.97,-33.63,-32.51,1.8,-23.99,0.12,0.58,1.44,-16.98,2.23,26.22,29.96,10.46,16.41,4.48,14.95,-1.18,9.76,0.74,1.34,37.01,63.91,1.06,,0.0,30.541,0.0168,0.0,-48.11,-0.0011,0.0,50.305,28.472,6.65,45.675,-77.778,0.006,Property,5148,"              Date  Price   Open   High    Low     Vol. Change %
0     Nov 27, 2020  0.405  0.410  0.415  0.405    2.24M   -1.22%
1     Nov 26, 2020  0.410  0.410  0.415  0.405  667.50K   -1.20%
2     Nov 25, 2020  0.415  0.405  0.415  0.400    2.16M    3.75%
3     Nov 24, 2020  0.400  0.415  0.420  0.400    1.76M   -4.76%
4     Nov 23, 2020  0.420  0.405  0.420  0.405    1.48M    3.70%
...            ...    ...    ...    ...    ...      ...      ...
1218  Dec 04, 2015  1.110  1.120  1.130  1.100    3.28M   -0.89%
1219  Dec 03, 2015  1.120  1.140  1.150  1.110    4.24M   -1.75%
1220  Dec 02, 2015  1.140  1.140  1.180  1.140    8.35M    0.88%
1221  Dec 01, 2015  1.130  1.130  1.150  1.100    6.02M    0.00%
1222  Nov 30, 2015  1.130  1.150  1.150  1.080   13.37M   -0.88%

[1223 rows x 7 columns]"
431,UMS Holdings Bhd,UMSH,ORD,Capital Goods,Misc. Capital Goods,/equities/ums-holdings-bhd,https://www.investing.com/equities/ums-holdings-bhd-historical-data,960883,62,Kuala Lumpur,Malaysia,1.79,2.29,2.29,-3.24,3.47,-9.14,-3.76,-32.27,2.1,1.43,-14.761904761905,25.174825174825,1.76,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Neutral,72840000.0,3000,10404,28.19,58370000.0,0.06,0.49,0.06,3.35,28.19,1.25,,19.19,0.46,0.46,-267.45,-16.31,-23.98,-38.88,-18.66,-3.89,-16.12,0.35,1.09,,,3.14,35.98,36.27,3.84,11.53,4.8,12.11,4.45,9.39,12.72,23.94,0.0,0.0,2.58,0.0,94.49,26.951,0.07,0.032,101.6004,0.0429,12.579,54.43,68.128,54.886,66.34,-23.077,0.014,Industrial Products,7137,"             Date  Price  Open  High   Low    Vol. Change %
0    Nov 27, 2020   1.79  1.75  1.79  1.75   3.00K    2.29%
1    Nov 26, 2020   1.75  1.70  1.75  1.70   1.20K    2.94%
2    Nov 24, 2020   1.70  1.75  1.75  1.70  16.00K   -1.73%
3    Nov 23, 2020   1.73  1.72  1.73  1.70  24.00K   -6.49%
4    Nov 19, 2020   1.85  1.85  1.85  1.85  10.00K    2.78%
..            ...    ...   ...   ...   ...     ...      ...
515  Dec 10, 2015   2.75  2.78  2.78  2.75   8.80K   -1.08%
516  Dec 09, 2015   2.78  2.75  2.78  2.75   7.00K    0.36%
517  Dec 08, 2015   2.77  2.70  2.80  2.70  18.20K    3.36%
518  Dec 02, 2015   2.68  2.68  2.68  2.68   2.00K   -0.74%
519  Nov 30, 2015   2.70  2.70  2.70  2.70   1.00K   -1.82%

[520 rows x 7 columns]"
432,UMS-Neiken Group Bhd,UMSN,ORD,Technology,Electronic Instr. & Controls,/equities/ums-neiken-group-bhd,https://www.investing.com/equities/ums-neiken-group-bhd-historical-data,953697,62,Kuala Lumpur,Malaysia,0.805,0.63,0.63,10.27,4.55,-1.83,-5.29,-30.0,0.9,0.61,-10.555555555556,31.967213114754,13.24,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Sell,63010000.0,3500,35271,11.65,55600000.0,0.07,-0.32,0.03,3.73,11.65,1.06,20.34,19.2,0.62,0.64,222.45,25.06,-15.07,33.6,-5.33,0.46,42.64,0.55,2.56,,,3.06,23.19,28.18,12.75,16.21,12.57,15.83,8.96,11.76,5.65,7.78,0.89,1.93,,0.0,43.45,73.6,0.0243,0.127,160.2222,0.07,17.518,63.23,61.972,100.0,63.125,-6.061,0.02,Industrial Products,7227,"             Date  Price   Open   High    Low    Vol. Change %
0    Nov 27, 2020  0.805  0.810  0.810  0.805   3.50K    0.62%
1    Nov 26, 2020  0.800  0.790  0.815  0.790  57.80K    9.59%
2    Nov 25, 2020  0.730  0.730  0.730  0.730   0.20K    0.00%
3    Nov 20, 2020  0.730  0.730  0.730  0.730   2.00K    0.00%
4    Nov 12, 2020  0.730  0.730  0.730  0.730   3.00K    0.00%
..            ...    ...    ...    ...    ...     ...      ...
559  Dec 04, 2015  1.020  0.980  1.020  0.980   8.10K    2.51%
560  Dec 03, 2015  0.995  0.975  0.995  0.975  70.40K    2.05%
561  Dec 02, 2015  0.975  0.980  0.980  0.975  51.80K   -2.50%
562  Dec 01, 2015  1.000  0.990  1.000  0.960  26.80K    2.56%
563  Nov 30, 2015  0.975  0.975  1.010  0.950  38.70K    0.00%

[564 rows x 7 columns]"
433,UMW Holdings Bhd,UMWS,ORD,Consumer Cyclical,Auto & Truck Manufacturers,/equities/umw-holdings-bhd,https://www.investing.com/equities/umw-holdings-bhd-historical-data,41639,62,Kuala Lumpur,Malaysia,2.8,0.72,0.72,4.48,27.27,-37.64,-35.33,-46.87,4.7,1.65,-40.425531914894,69.69696969697,-12.35,Neutral,Sell,Sell,Strong Buy,Strong Buy,Buy,Strong Sell,3270000000.0,1273800,515610,11.79,9650000000.0,0.24,1.8,0.02,0.71,11.79,0.34,,8.33,0.68,0.68,-237.02,-20.47,-7.26,-48.52,-17.69,-4.7,-30.85,0.93,,1.27,54.41,9.68,,11.9,3.89,1.42,4.83,3.07,4.29,1.79,1.57,2.44,39.42,48.08,1.12,-27.89,25.29,17.332,0.1036,0.346,151.2362,0.0986,20.69,70.797,62.988,100.0,49.547,-10.0,0.08,Consumer,4588,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   2.80  2.83  2.85  2.79    1.27M    0.72%
1     Nov 26, 2020   2.78  2.77  2.84  2.71    3.11M    3.73%
2     Nov 25, 2020   2.68  2.69  2.70  2.67  277.00K   -0.74%
3     Nov 24, 2020   2.70  2.67  2.70  2.65  615.80K    1.12%
4     Nov 23, 2020   2.67  2.70  2.71  2.66  282.30K   -0.37%
...            ...    ...   ...   ...   ...      ...      ...
1217  Dec 04, 2015   8.00  8.07  8.07  7.84    1.99M    0.00%
1218  Dec 03, 2015   8.00  7.97  8.03  7.97  776.80K   -0.87%
1219  Dec 02, 2015   8.07  8.08  8.12  8.06  559.10K    1.51%
1220  Dec 01, 2015   7.95  8.12  8.12  7.85    1.75M   -0.38%
1221  Nov 30, 2015   7.98  7.97  8.10  7.72    3.40M   -0.62%

[1222 rows x 7 columns]"
434,UOA Development Bhd,UOAD,ORD,Capital Goods,Construction Services,/equities/uoa-development-bhd,https://www.investing.com/equities/uoa-development-bhd-historical-data,41647,62,Kuala Lumpur,Malaysia,1.59,0.63,0.63,1.27,6.71,-21.67,-20.9,-34.57,2.15,1.38,-26.046511627907,15.217391304348,-6.88,Strong Sell,Strong Sell,Strong Buy,Neutral,Strong Buy,Neutral,Strong Sell,3380000000.0,232600,300868,6.77,877510000.0,0.23,0.57,0.14,8.81,6.77,3.85,6.8,6.01,0.63,0.63,94.17,3.39,-1.64,-53.43,-35.66,0.49,27.66,0.14,0.35,867.96,461.17,1.61,41.24,44.15,58.8,52.07,61.49,53.68,53.13,42.08,2.56,4.73,0.02,0.04,6.67,-2.27,58.7,35.357,0.0386,0.068,78.3715,0.0036,7.432,58.901,46.91,40.059,38.061,-41.176,0.018,Property,5200,"              Date  Price  Open  High   Low     Vol. Change %
0     Nov 27, 2020   1.59  1.60  1.61  1.59  232.60K    0.63%
1     Nov 26, 2020   1.58  1.63  1.64  1.58  595.20K   -2.47%
2     Nov 25, 2020   1.62  1.57  1.66  1.55  718.80K    3.18%
3     Nov 24, 2020   1.57  1.57  1.58  1.56  195.10K    0.00%
4     Nov 23, 2020   1.57  1.60  1.61  1.57  290.50K    0.00%
...            ...    ...   ...   ...   ...      ...      ...
1209  Dec 04, 2015   2.10  2.11  2.15  2.07  183.70K    0.00%
1210  Dec 03, 2015   2.10  2.10  2.10  2.10  502.20K    0.00%
1211  Dec 02, 2015   2.10  2.09  2.11  2.06  769.10K    2.44%
1212  Dec 01, 2015   2.05  2.11  2.11  2.04   70.20K    0.00%
1213  Nov 30, 2015   2.05  2.20  2.20  2.00  175.10K   -5.96%

[1214 rows x 7 columns]"
